row	stimulus	all_responses
506	ba,ab,abba,bbaa,baaabb,ababab,aabbbbaa	bbaaaabb:10,aaabbbbaaa:5,bbbbaaaa:4,ccbbbbcc:2,baabbbaa:2,babababa:2,aabbaa:2,aaabbbbbaaa:2,bbaaabbaaa:2,aaabbbaaa:2,bbaabbaa:2,baaaabaaa:1,aaa:1,abc:1,aabbbbaaa:1,aabbbaab:1,ccaaaacc:1,baaabaaab:1,bbbaaabbbbbaaaa:1,baaaaabbbb:1,aabbbaabbb:1,aabbbbaaba:1,bbbaaaabbb:1,baba:1,bbbaaabbbaaa:1,aaabbbbbbaaa:1,abbbbbbba:1,bbbbbaaaaa:1,bbccccbb:1,bc:1,aabbbbaaaa:1,abaabbba:1,aabbbbbaa:1,bbbaabaa:1,ababababa:1,bbbaaaab:1,aaabbaaa:1,babba:1,aabbbabb:1,abbbbaaa:1,bac:1,aaabbbbbaa:1,ababbaba:1,babababb:1,aaabbbbaab:1,bbaaaaabbbb:1,abbbba:1,aaabbba:1,aaaaaaaab:1,bbbbaaaaa:1,abababababa:1,bbaaabb:1,aaabbbab:1,bababa:1,cccaaabbb:1,aaaaaabbbbbb:1,ababbabbaaa:1,bbbaaa:1,bbaab:1,aabbaaaabb:1,baaaabbb:1
507	ba,ab,abba,bbaa,baaabb,ababab,aabbbbaa,aaaabbbb	bbbbaaaa:16,aaaaabbbbb:8,aaabbbbaaa:3,aabbaabb:3,cab:2,baaaabbb:2,bbbbcccc:2,bbbbbaaaaa:2,aaabbb:2,aabb:2,ababababab:2,aaaaaabbbbbb:1,babbbb:1,bbbbbbbaaaaaaa:1,aaabbbbbaaa:1,aaababaa:1,ccccaaaa:1,bbbaaa:1,aaaaabbbbbb:1,bbbbbaaaabbbbaaabb:1,aaaabbbbaa:1,aaaabbbbabab:1,bbbbbaaaa:1,bababababababa:1,ababababa:1,bbbbbaaaaaa:1,aaaabbbbb:1,bbbcccc:1,aaabbbbbb:1,cc:1,abbaabba:1,abababab:1,aabbaba:1,aaaabbbbba:1,babbbab:1,aaabbbbaa:1,bbbbbaab:1,aaabababa:1,aaaaabbbbaa:1,aaaaaa:1,bbaaa:1,baaaaaaaaaab:1,aaabbbaaa:1,baaaaabbbb:1,aaaaaaaabbbbbb:1,abbabbabba:1,abbababaaaaba:1,bbaabbaa:1,aaaaabbbccc:1,ababbababbabbabba:1,abababbbb:1,aaaabbabb:1
508	ba,ab,abba,bbaa,baaabb,ababab,aabbbbaa,aaaabbbb,abbbbbaaaa	aaaaabbbbb:5,bbbbbaaaaa:4,baaaaabbbb:3,abbbbbaaaaa:3,abababababa:3,abbbbbbaaaaa:2,bcccccbbbb:2,aabbbbaaaa:2,bababababa:2,aabbbbbaaaa:2,babababababaaaa:1,bbaaba:1,baaaaaabbbb:1,cccbbbaaa:1,aaaabbbbbba:1,abababaaaab:1,bccccbbbb:1,caaaaacccc:1,bbbbaaaab:1,ababbbaaaaaa:1,bbaaaabbbbaabbbaaaa:1,aabbbbbaaa:1,abbbbaaaab:1,abbbbaaaabab:1,babbbbaaaab:1,bbbbabbbbb:1,abababb:1,aaabaaa:1,baaabbaabb:1,abbbaab:1,abbbbaaaa:1,aaabbbbabbb:1,c:1,aaaaabbaaaaaa:1,aabbbbbbaaaaa:1,abbaabbbaaa:1,baaabbbaa:1,bbbaaabbba:1,babaab:1,aaaaaabbbbbb:1,bbbbbaaaaab:1,aabbbbbbaaa:1,aaabbba:1,abbbbbba:1,abbbaaaaa:1,bbbbbbaaaaa:1,bba:1,abbabbbbb:1,bbababba:1,aaabbbbbbaaa:1,aaaabbbba:1,aaabbbbbbb:1,baaaa:1,babbaba:1,abababab:1,abababababbaaa:1,aaaabbbbaaaaa:1,aaabbbbbaa:1,bbbbaaaaa:1,baaaabbbb:1,ccccaaccbbb:1,bbaaab:1,aabbaabb:1,ababbababbbabba:1,bbaaabb:1,baaaaaabbbbbb:1,abbbaaaaaa:1
509	ba,ab,abba,bbaa,baaabb,ababab,aabbbbaa,aaaabbbb,abbbbbaaaa,abbbabaaab	baaababbba:4,aabbaabbaabb:2,abbbabaaaab:2,bcccbcbbbc:2,aaabbbaaba:2,bbbbbbaaaaaa:2,abbbbaaaabb:1,bababb:1,abcbc:1,abbbbbabbbabbbbb:1,abababababab:1,aaaaaabbbbbb:1,abababaaaba:1,babbaaabbb:1,caaacaccca:1,bbbaaabb:1,babababbbbbaaaabb:1,aaabbaaabbaa:1,abbbabaaaa:1,abbbabaaababa:1,abbbbabbaabb:1,abababababa:1,babba:1,bbabaaab:1,abaabbaaabbb:1,aaabbbaabbbaaba:1,abbbabbbbba:1,aaaabbbbbbbaaaa:1,aaabbbbaaabbb:1,a:1,aabbaabbbaaa:1,abbbabaaabb:1,bbbaaaabbaa:1,abbbabaaabaa:1,abbbaaaabbbbaaaaa:1,abbbbbaaab:1,babbbbbaaaaa:1,bbbbbbaaaa:1,bbaabbaabbaa:1,bbabbaab:1,abbabaaabab:1,abbaaa:1,aaaaaaabbbbbb:1,aabbbaaabb:1,abbbabbaab:1,aabbbabbab:1,ababababababa:1,bbbabaaabaa:1,ababbaab:1,bbbaaabbbabbba:1,bab:1,babbbabaaab:1,bababbbbbab:1,bbbbaaabbaba:1,abbbaabbaaab:1,bbaaabbbbbbaaabb:1,abaaa:1,ababba:1,abbabbabb:1,bbaaabbbaaa:1,bbbaaaaaabbb:1,abababababababaaaaaa:1,abbbaabbba:1,abbbabaaabaaaa:1,abbbababaa:1,abbbbaaab:1,abbbabaaabaaa:1,abbaabbba:1,cccaaabbbb:1,baaaabbb:1,babbaaba:1,bbabbabbabbabbabbab:1,abbaaaabaaaa:1,ababaabb:1,baabbbbaaa:1,babababab:1,abbaabbaab:1
510	ba,ab,baba	abab:84,bababa:13,ababa:8,caca:6,babab:4,cbcb:4,cb:3,bcbc:3,ababab:2,bbaa:2,acac:2,babaabab:2,aba:2,babaa:2,baaaa:2,babba:2,abaa:2,abba:2,bababba:1,babac:1,aacc:1,bab:1,bb:1,abbbaa:1,abababa:1,bbaabbaa:1,bbcc:1,baca:1,babbaa:1,b:1,baabaa:1,bbbb:1,babb:1,baab:1,baaba:1,bababab:1,cc:1,cab:1,babaca:1
511	ba,ab,baba,abab	bababa:26,ababab:5,babab:5,aabb:4,ababa:3,abba:3,cbcb:2,aabbaabb:2,bbaa:2,bcbc:2,caca:2,aabaab:1,caab:1,ca:1,cab:1,babbaa:1,babababa:1,bab:1,abababab:1,babaababa:1,abbaab:1,bbaabbaa:1,abcabc:1,abbab:1,abaaba:1,abc:1,abaabbab:1,babac:1,bbbb:1,bababab:1,babaa:1,ababba:1,bc:1,acac:1,ac:1,ababc:1,ababaa:1,bbbaaa:1
512	ba,ab,baba,abab,bababa	ababab:39,babababa:8,abababa:4,abababab:4,ababa:3,ababababa:2,cbcbcb:2,bbaa:2,bababababa:2,bbbabbba:1,caca:1,baac:1,ccbb:1,abbaabba:1,baabaa:1,a:1,cba:1,abaaabab:1,acbacb:1,acacac:1,ababaaa:1,bcbcbc:1,cacaca:1,bababac:1,acab:1,ababbab:1
513	ba,ab,baba,abab,bababa,ababab	babababa:40,abababab:6,bababab:5,cacaca:3,abababa:2,bababababa:2,bcbcbc:2,ababababab:2,abaabaaa:1,ababababa:1,caccca:1,bbbaaa:1,abc:1,abababababababab:1,cbacabac:1,abcababc:1,bbccaa:1,abbabbab:1,bbaaaba:1,babba:1,ccaabb:1,cbcbcb:1,acacac:1,abababababa:1,abacab:1,aabababaa:1,babababab:1,baabababa:1,babababba:1
514	ba,ab,baba,abab,bababa,ababab,abababab	ababababab:20,bababababa:16,ababababa:6,babababa:4,babababaa:3,babababab:2,bcbcbcbc:2,abbabbabb:1,caabaab:1,bca:1,bababaa:1,bababababababa:1,abababa:1,bababab:1,bababaab:1,bcabaa:1,abababababa:1,ccccbbb:1,ababababababab:1,abbaababab:1,bababaaa:1,ababacac:1,cacacaca:1,bababababab:1,abaaab:1,babababababa:1,babababb:1,cbacba:1,cbcbcbcb:1,ababa:1,acacacac:1,abababababababa:1,babbb:1,babab:1,ababaababa:1,ababababba:1,babbaab:1
515	ba,ab,baba,abab,bababa,ababab,abababab,babababa	ababababab:20,bababababa:9,babababababa:8,abababababab:6,cbcbcbcb:3,ababababa:3,babababab:2,abababababa:2,acacacaca:2,aaabbb:1,cacacacaca:1,cab:1,abababb:1,ababababababababab:1,a:1,ccabacab:1,baabaabaa:1,aabbaabb:1,bababababab:1,abb:1,aaaaaaa:1,baabababbabababaa:1,abbabbabb:1,ababababababab:1,abbaaa:1,bababaab:1,abababababababa:1,aaabbbccc:1,bcbcbcbc:1,cacacaca:1,bababab:1,bababababababa:1,cbbba:1,acacacac:1,babababababab:1,babababaab:1,baababab:1
516	ba,ab,baba,abab,bababa,ababab,abababab,babababa,bababababa	abababababab:19,babababababa:12,ababababababab:7,abababababa:5,bababababababa:4,babababababababa:3,ababababababa:2,bababababab:2,cbcbcbcbcb:2,ababababab:2,abbababaaa:1,ccc:1,bbababb:1,bcac:1,bababababaa:1,ababababba:1,bcabacabac:1,abbabbabb:1,bbbbbbb:1,bababababababab:1,abbaababb:1,abababababababa:1,acacacacac:1,ababababaa:1,baababbaaab:1,ababababababababa:1,bcbcbcaaa:1,bcbcbcbcbc:1,cacacacaca:1,bababababababababababa:1,aca:1,bababb:1,ababaababab:1,babaababab:1,abaabaabaa:1
517	ba,ab,baba,abab,bababa,ababab,abababab,babababa,bababababa,ababababab	abababababab:10,babababababa:10,bababababababa:7,ababababababab:6,abababababa:4,ababababababa:3,babababababababa:3,ababababababababa:2,babababababab:2,bcbcbcbcbc:2,baabaabaabaa:1,cbcbcbcbcbcb:1,bacaba:1,abababababababab:1,aabbabab:1,ababababbababab:1,ccab:1,abababababababababababab:1,baab:1,babababababababab:1,abacabcabac:1,abababababababa:1,abbabbabba:1,ccccccc:1,baabbaaba:1,abbabbaaabb:1,abababababababababab:1,babababababaaba:1,bababababab:1,cacacacaca:1,babababababbaabab:1,bbaaa:1,bababaabaab:1,bababababababababa:1,ccccbbaa:1,cbcbcbcbcb:1,abba:1,acacacacac:1,ababababababababababab:1,accb:1,cacacacacac:1,babababaabaa:1,aaabbbaa:1,abbaabababa:1
518	ba,ab,baba,abba	baab:20,bababa:12,aabb:6,bccb:4,bbaa:3,baabaa:3,ababa:3,acca:3,abab:2,abbac:2,aabba:2,caac:2,abababaa:1,abc:1,cabaca:1,babbb:1,abbaba:1,abbabba:1,abbab:1,caacaa:1,bba:1,aaabbb:1,bababaa:1,babab:1,abbaa:1,ababab:1,abababababa:1,aababb:1,cabbca:1,abbba:1,cbbc:1,babbaab:1,cbcb:1
519	ba,ab,baba,abba,bbaaab	aabbba:11,bbaaabb:5,ccbbbc:3,ababab:2,aabaab:2,bbaabb:2,bbaa:2,bbbaaab:2,bbaaaba:2,bbbaaaab:2,abbaab:2,bbbaaabb:2,aabbaa:2,baaabb:2,aabbaabb:1,babaaaba:1,bacc:1,baaaabc:1,baabbac:1,bbbbaaaa:1,abaab:1,aabaabb:1,aabbab:1,bbaaabab:1,baaaca:1,bbbbaaa:1,abbbaaab:1,bbbaaaabbb:1,bbbaaa:1,baaab:1,bbaaabbaaa:1,bbaaaab:1,baabb:1,abababab:1,ccbbba:1,abbbaa:1,bbaab:1,abaabb:1,bbcc:1,abbba:1,bbbaab:1,bababa:1,aaabaaa:1,bbaabbbaaa:1,aaabbaa:1,abbcab:1,babaa:1,acaca:1,abaaab:1,baaaab:1,ababaa:1,ababba:1,bbaababa:1,ccaaac:1,baabaab:1,abbabb:1
520	ba,ab,baba,abba,bbaaab,ababab	bababa:17,abababa:6,babababa:4,bcbcbc:4,ababababa:3,bbaaaabb:2,bbbaaa:2,babbab:1,abcccab:1,bbabbbbabb:1,aaabbbbccc:1,bbabbaba:1,bbaba:1,bbbaabba:1,ac:1,bbaaaab:1,abbaab:1,ababba:1,aabbaba:1,bbcaab:1,bcaba:1,baabaa:1,bbbbaaaa:1,bababab:1,bbaabbaabb:1,abababac:1,bbbaaaab:1,babab:1,abbabbab:1,bbbaaaba:1,ccbbaa:1,aababab:1,abbba:1,bbaaabb:1,baabba:1,baababba:1,babbabbb:1,ababcab:1,abbabab:1,bbaaabba:1,abbabb:1,aabbbab:1,bbabbaa:1,aabbba:1,cabbbb:1,abababab:1,abbbba:1,babaab:1,bbaabaa:1,acacac:1,bababaa:1,baabaaba:1
521	ba,ab,baba,abba,bbaaab,ababab,babbaaab	abaabbba:9,abababab:5,abababa:3,cbccbbbc:3,abbbaab:2,abbaaba:2,babbbaab:2,bababababa:2,bababa:2,baaabbab:2,ababababab:1,bacccc:1,babbab:1,abaababaab:1,babababa:1,abaabbaaba:1,babbaaabab:1,ca:1,aabaab:1,aaabbbab:1,bbaabba:1,bbbac:1,bbaaa:1,abaaabb:1,babbbbaabbba:1,baaaabbb:1,babbbaabba:1,bbaabbbaa:1,bbbaaab:1,abbaabbaabba:1,bcbbcccb:1,baabaabaa:1,babbababa:1,babbbaaaaab:1,baabaaa:1,aabbaabb:1,abbabab:1,babbba:1,aaabbb:1,ababbaba:1,baaa:1,aaaaab:1,babbacc:1,ababbabba:1,baabbaba:1,abaabbbba:1,abbabba:1,ababbaaaab:1,babbaaabbaa:1,caacaac:1,babbbaaaab:1,baabbaabb:1,babaab:1,baabaaba:1,baababb:1,abbaabba:1,caccaaac:1,bbabbaababb:1,babbaaaab:1,baaabbaaab:1,aabbabba:1
522	ba,ab,baba,abba,bbaaab,ababab,babbaaab,aaabbabb	bbbaabaa:7,bbbccbcc:4,bbabbaaa:3,aaabbb:2,bbaaabb:2,babbbaaab:2,aaabbbabb:2,babababab:1,aabababab:1,abca:1,abbaabba:1,baabaabab:1,bbabbababbab:1,aabbbb:1,aabbabbabbaba:1,bbbaaba:1,bababababa:1,aaa:1,abababa:1,baabbbaab:1,bbaabaabba:1,baabaab:1,baaaabb:1,bbbaababb:1,aaabbbaa:1,aaabbbaaabbb:1,aaabbbb:1,bbaaabba:1,aabbbaabbb:1,bbbaaabbb:1,aabbaabb:1,bbbbaaaabbbaa:1,babaaaab:1,bababbaaab:1,bbabbabbabb:1,baabaaba:1,baaaabbaab:1,bbabaababa:1,babbaabaab:1,aaaabbbaabbbb:1,bbbaaaabb:1,baabbabb:1,aaabab:1,aabb:1,aaabbbaaab:1,aaabaaabaaa:1,baaaaababa:1,bbbbbbab:1,aacbb:1,baabbaabba:1,babbaaa:1,bbbaabaab:1,bbbabaaa:1,baaabbabb:1,babbaaaaaab:1,aaabbbabbb:1,acaaaa:1,aaaabbbabbb:1,babbbaab:1,baaababbab:1,abababaa:1,bbabaaabb:1,aabbababb:1,aabbbabbaabaa:1,aaabbaa:1,babaaab:1,bbabbbaaab:1,baaabbaaab:1
523	ba,ab,baba,abba,bbaaab,ababab,babbaaab,aaabbabb,abbbabbaaa	baaabaabbb:13,bcccbccbbb:3,aaabbabbba:3,ababaaab:2,aabbaabbaa:2,babbbabbaaa:2,abababababababa:1,babbbc:1,aabbbabbaa:1,aabbbaabbb:1,abbbaabaaaba:1,bababababa:1,abababbbbbaaaa:1,baaabaabb:1,babaaabbaab:1,bbb:1,bbaabbaaba:1,abbabbbabab:1,baabbaab:1,bbbababab:1,abababa:1,ababababababab:1,bcaaaba:1,bbabababa:1,abbbbbababaaaa:1,bbaabbaa:1,aaabbbaaabbb:1,bbaabbaabb:1,aaabbbbaab:1,bbaabbaabbaabb:1,babbbababb:1,baaabaabaaaa:1,bbabababab:1,baabbaaabb:1,aabbbbbabbaaa:1,aaabbabbb:1,abaabbbaab:1,abbabbabb:1,abbabbaaab:1,abaab:1,abababab:1,abaaabbbaab:1,bbbabbbabbb:1,bbbbbbbab:1,bbbaaabbb:1,abbbbcc:1,abbbaaabb:1,aaababba:1,bbbaabbaaa:1,abbbabbaaab:1,aaaaaaaabbbbbbbbbb:1,abbbabbbabbba:1,bcbcbcba:1,abbbbabbaaaa:1,abaabaabab:1,abbabbaaa:1,ababaababa:1,abbbababbb:1,aaabbbabba:1,caaacaaccc:1,bbaaababbaabaaa:1,aaabbbbaaa:1,abbbaaaabb:1,baaabaaabb:1
524	ba,ab,baba,abba,bbaaab,ababab,babbaaab,aaabbabb,abbbabbaaa,bbaabbaaba	aabbaabbab:7,abaabbaabb:3,bbaabbaababa:2,ccbbccbbcb:2,bababa:2,bbbaaabbbaaaba:2,abbaabbaaba:2,aabbaabbabab:2,babababababababababababa:1,ababaaabb:1,bca:1,abaabbaab:1,abababababab:1,abbabbabbaba:1,abbabababbaba:1,aabababa:1,aabbaabba:1,abababababbaba:1,babab:1,bbbaaaabbbaaab:1,abbabbbaba:1,abbbabab:1,ababbabaab:1,bbbaabbbaabba:1,bbaabbbbbbbaa:1,bbaaacccaa:1,bbaaaabb:1,babbaababbaa:1,babababa:1,bbbaaabbbaaa:1,aabbbbabbbbbaa:1,aabbbbaaabb:1,bbaabbaabaab:1,aaabaaabaaabaaa:1,bbccbbccbc:1,aaaabbbabbb:1,bbaabbbaaba:1,bbbaaababa:1,abbbabaaba:1,abaabbaabba:1,bbaabbaabbaa:1,babbbbaaaaba:1,aabbaabbaa:1,caacaa:1,aaabbaabbbba:1,abbabbba:1,bababababa:1,abbaabbaabaa:1,a:1,bbbaaabbbbaaaaa:1,aaabbb:1,aabbbbaaaaa:1,babbabbabba:1,aabbaba:1,aabaabbba:1,aaaaaaaabbbbbbbaaaaaaa:1,bbaabbaabbaabbaa:1,cacbbca:1,abbbbababa:1,bbaaabbbaaaba:1,aabbaabbaaa:1,babababaaa:1,baaabbbaa:1,bababbaa:1,bbccbbcccb:1,abbaabbaabbbaa:1,aabaab:1,abbabaaba:1,aabbbaaabbab:1
525	baa	aab:15,baaa:12,cbb:10,caa:9,abb:5,baab:5,bbaa:4,bab:3,bba:3,abaa:2,bbb:2,baac:2,aaa:2,aba:2,baabaa:1,baaaa:1,bbaaa:1,baacc:1,b:1,acc:1,baba:1,bcc:1
526	baa,aba	aab:37,bab:10,aca:5,abaa:4,abab:2,bba:2,abb:2,baab:2,aabb:2,abc:2,cbc:2,bcb:1,cba:1,aabbaa:1,cabaa:1,ccab:1,aabc:1,ababa:1,bcc:1,aabaa:1,caba:1,a:1,babaa:1,abba:1,aaab:1
527	baa,aba,abaa	abaaa:20,aaba:15,aabaa:11,baaa:4,abaab:3,ababa:3,babb:3,baab:2,abab:2,abaaaa:2,acaa:2,baaaa:2,abbaa:2,bcbb:1,aaabb:1,babaa:1,caa:1,aabb:1,caac:1,abba:1,acbabc:1,aabab:1,cbcc:1,bab:1,aac:1,cabb:1
528	baa,aba,abaa,baaa	abaaa:15,baaaa:14,abaaaa:7,aaab:6,baaab:4,baba:4,aabaa:4,abbb:3,cbbb:2,aaaba:2,caaa:2,aaaab:1,bacc:1,abbbbaaaaaa:1,baaba:1,aaba:1,aabaaa:1,abba:1,bab:1,bababa:1,babb:1,aabbaa:1,bbbbbaaaaaccccc:1,abbaaa:1,abbaa:1,abaab:1,bb:1,caa:1,ababaa:1,abab:1,baaac:1,ababab:1
529	baa,aba,abaa,baaa,aabaa	baaaa:14,aabaaa:10,aaabaaa:8,abaaa:5,baaaaa:4,aaaba:4,aaabaa:3,abaaaa:3,aabbaa:3,bbcbb:2,bbaaa:2,bbabb:2,aabaab:2,aabbaabb:1,ccabb:1,aaaabbbbaaaa:1,aabbaba:1,aacca:1,aaabaaaa:1,bababa:1,abbaa:1,aabba:1,bbabba:1,aabbac:1,aaabbaaa:1,acbcbcbca:1,aaaab:1,aabbb:1,aabaabaa:1,bba:1,cab:1,aabaaaa:1,ccbcc:1,baabaa:1,aacaa:1
530	baa,aba,abaa,baaa,aabaa,aabab	aababa:11,aabaab:6,ababa:5,baaaa:5,baaaaa:4,bbaba:4,aabbb:4,abaab:2,aaabb:2,baabab:2,aababb:2,baaba:2,aaabaab:2,aababaa:2,aabbab:2,bbcbc:1,babbaa:1,abbaa:1,bbabb:1,aabbba:1,aaaabbbbaaaaaa:1,babaa:1,aabba:1,aabbabb:1,bbaab:1,aaaabaa:1,accb:1,aababab:1,babca:1,aaabbbc:1,baaab:1,bacbaccabbcaacb:1,abbaaa:1,babab:1,aaabbbb:1,bbcac:1,aaabab:1,ab:1,bacc:1,aaabbaaa:1,ccbca:1,aacac:1,babaaaaa:1,aababba:1
531	baa,aba,abaa,baaa,aabaa,aabab,aaaaba	aaaabaa:7,bbbbab:5,aaaaaba:4,aaaaab:4,baaaaa:4,aaaabba:4,aaabab:3,aabaaba:3,bbbbcb:2,baaaaba:2,aaaaaaba:2,aaabaaa:2,baaaaaa:2,aaaabaaa:2,aaaabb:2,abbbaa:1,aabbaa:1,aaabaa:1,aaaabaaaaa:1,bbbaaa:1,abaabaa:1,aaaabbbbaaaaa:1,aaabba:1,bbbbaba:1,aaaaaab:1,aaabbb:1,aababaa:1,aababa:1,bbbbaa:1,aaabb:1,aaabbba:1,aaaabbb:1,aaaaaa:1,bbbbbbbbaaaaaaa:1,abbaabb:1,aaabbcc:1,aaaaabaa:1,aababb:1,baba:1,aaaaabba:1,abaaaa:1,baccc:1,aaabaab:1,aabaaaa:1,abaaab:1,aaabaaba:1,ccccba:1,aaaabab:1,aaaaca:1,baabaa:1,aabbaabb:1
532	baa,aba,abaa,baaa,aabaa,aabab,aaaaba,baaaba	abaaaba:5,aaaaaba:5,baaabaa:5,baaaabaa:4,baabaa:4,baaaab:3,abaaba:3,cbbbcb:2,baaaaab:2,baaabaaa:2,aaabaaa:2,abaabaa:2,babaa:2,abbaab:1,bbaaab:1,aabbba:1,abaaaaa:1,babaaa:1,aaaaabbbbaaaaa:1,baaabaab:1,baaba:1,baaaaaba:1,baaaaaab:1,baaab:1,babbb:1,baaaaba:1,aaaabab:1,bababab:1,aaabbaa:1,baaacba:1,abbbabb:1,aabaaba:1,aaabaab:1,baba:1,bbaaba:1,abbaaa:1,cccccccccb:1,bbaaaaa:1,bbbaaaaa:1,baaaabaaa:1,abaaabab:1,aaaabaaa:1,aaaaaaba:1,abbbab:1,aaaabaab:1,aaaaaab:1,aaaabaa:1,cca:1,aabbabab:1,baabaab:1,aaaabc:1,bcccbc:1,aaabaaaa:1,abaaabaa:1,bbaaabbbaa:1,abaaaa:1
533	baa,aba,abaa,baaa,aabaa,aabab,aaaaba,baaaba,bbaaaaa	babaaaa:5,bbaaaaaa:5,bbbaaaa:4,bbaaaaab:4,bbbaaaaa:4,baaaaab:3,ccbbbbb:2,baaabaa:2,aaaaaaba:2,bbbaaaaaa:2,aabbbbb:2,aaabaaa:2,aabbaaa:2,aaaaabaa:2,bbbbaaaa:1,bbbbbaaa:1,aababaa:1,bbaaaaabb:1,ccabbaaa:1,abbaaaa:1,ababaaaa:1,aaaabbbbaaaaaaa:1,abaaaaaaa:1,baaaaaaaab:1,abaabaa:1,aaaaaab:1,ccaaa:1,abbaaaaa:1,baabaa:1,baaaaaaaa:1,aabbbbbb:1,baaaaaaa:1,aaaaaba:1,aabaabaab:1,babaaaba:1,bbbbbbaaaaaaaaa:1,aabbaaaa:1,babbaba:1,aaabbbbbb:1,aaaabbbaa:1,aaaabbaa:1,baabab:1,aabbbb:1,bbaaa:1,bbaaaaaab:1,bbaaaab:1,babaaaaaa:1,bbbc:1,aaaaaabb:1,baabaaba:1,aaaabbbbb:1,ccbbbb:1,baaabab:1,bbccccc:1,aaaabaaaa:1,bbbaaa:1,aaaaaaabb:1
534	baa,aba,abaa,baaa,aabaa,aabab,aaaaba,baaaba,bbaaaaa,aaaabaa	aaaabaaaa:6,aaaabaaa:4,baaaabaa:4,bbbbcbb:3,bbaaaaaa:3,aaaaabbaa:3,aaaaaab:2,aaaaabaaa:2,aaabaaa:2,baaaabaaa:2,aaaabaab:2,bbbbabb:2,abbabbaaabaa:1,aabbaaab:1,ccccabb:1,abaaaab:1,aaaabbbbbbaaaaa:1,aaaaaaba:1,aaaabbabbba:1,baaaaabaaaa:1,abaaaaba:1,aaaaaa:1,bbbaaaba:1,aabccc:1,baaaaabaaa:1,abaaabaa:1,baaaaaaaaaa:1,aaaabba:1,aabaabaab:1,cabaaaa:1,bbbbaba:1,bbbaaaaa:1,aaaaabaa:1,baaabaa:1,aabbabbb:1,aabaabaa:1,aaabbbaaa:1,aabaaaba:1,aaaaaaaaabbbbbbbbbb:1,abbaaaaa:1,aabaabba:1,bbaaaabbaa:1,aabbbaaa:1,baaaaba:1,aaaaaabaaaaa:1,aaabaababa:1,aaaabbbaaa:1,bababaa:1,aaaa:1,aaaaaabbaa:1,baaaabba:1,ccc:1,aaaabab:1,aaaba:1,ababababababab:1,abaaaaa:1,baaaaaa:1,aaaacaa:1,babaaa:1,aaaabbbaa:1,bbbaaaaaa:1
535	baab	abba:16,baaab:9,cbbc:7,bbaabb:5,caac:5,caab:4,baabaab:3,aabb:3,baabaa:2,baabc:2,baabb:2,bccb:2,baaaab:2,baaba:2,bbaab:1,babaabab:1,baabbaab:1,babb:1,bbaaabb:1,baaabc:1,b:1,bab:1,aab:1,acca:1,aa:1,abca:1,baaaba:1,abab:1,bccaab:1,bbbaaaccca:1,ba:1,bbbbaaaabb:1,baabba:1
536	baab,baabb	baabbb:26,bbaabb:11,baaabbb:5,baabba:5,baabbc:4,cbbcc:3,baacc:2,baaabb:2,babbb:2,abbaa:2,baabbaab:2,baaab:1,babba:1,baacbb:1,bbabb:1,bababa:1,aa:1,babb:1,bbcc:1,aabb:1,baaabc:1,abbb:1,accaa:1,babab:1,abbcc:1,ab:1,bab:1,caabb:1,baaaab:1,baabbaa:1
537	baab,baabb,bbaab	bbaabb:19,bbbaab:8,bbaabbb:4,bbbaa:4,baabbb:4,bbabb:3,babab:3,aabba:3,ccaac:3,bbaaab:2,ccbba:2,ccbbc:2,babbb:2,bb:2,baabbbb:2,baaabb:1,baaaa:1,baaab:1,bbabbbb:1,bababababa:1,bbbabb:1,baabbaabbaab:1,baabba:1,bbbaaa:1,aababab:1,bbab:1,bbbaabb:1,bbabba:1,bbaaaacccc:1,bbaabbaab:1,aa:1,bbbaaabb:1,bbaaabb:1,baabbaabb:1,babba:1
538	baab,baabb,bbaab,baabbb	bbbaab:15,baabbbb:10,bbaabbb:9,bbaabb:4,baaabbb:3,baabbbbb:3,cbbccc:3,bbbaabb:3,baaabbbb:3,bbbbaab:2,bbbab:2,accbb:1,abbaaa:1,bbbbbbba:1,bbaabbc:1,babbbb:1,bbbaaabb:1,baaaababba:1,aabbb:1,baaaabbbb:1,aaa:1,bbbaaa:1,baabaab:1,bbbaabbb:1,aacc:1,bbaa:1,bababbab:1,bbaabbba:1,cbbaaa:1,bbbaacc:1,bb:1,baaabb:1,baabbabba:1,caaccc:1,baabbaa:1,bbaaba:1,bbbabb:1
539	baab,baabb,bbaab,baabbb,bbbaab	baabbbb:16,bbbbaab:6,bbbaabb:5,babbbb:3,bbbaabbb:2,bbbabbb:2,cccbbc:2,baabbbbb:2,bbbbaabb:2,bbaabbbb:2,bbbaaab:2,bbbbab:2,cccaac:2,bbbaaabbb:2,bbaabb:2,bbaabbb:2,baaabbbb:1,aaaccc:1,bababab:1,bbbbb:1,bbbbaaab:1,bbaaab:1,aaabba:1,bababa:1,bbababb:1,baabaab:1,baababbabbaba:1,aabbbb:1,bbb:1,baababba:1,baaba:1,abb:1,baaabb:1,bbbbabbab:1,bbaabba:1,bbbccb:1,bbabbb:1,aaaccb:1,aabbbab:1,bbaaba:1,aba:1,baaab:1,baabbaab:1,bbbaaabb:1,baaabbb:1
